Complaint ID	Date Sumbited	Product	Sub-product	Issue	Sub-issue	Company public response	Company	State	ZIP code	Tags	Consumer consent provided?	Submitted via	Date Received	Company response to consumer	Timely response?	Consumer disputed?
369471000%	4411000%	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	SC	299XX		N/A	Referral	4414100%	Closed with explanation	Yes	N/A
375805700%	22-07-2020	Checking or savings account	Checking account	Managing an account	Problem making or receiving payments	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	22-07-2020	Closed with explanation	Yes	N/A
374960700%	17-07-2020	Credit card or prepaid card	General-purpose credit card or charge card	Incorrect information on your report	Account information incorrect	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MA	021XX		Consent provided	Web	17-07-2020	Closed with explanation	Yes	N/A
377285100%	30-07-2020	Credit card or prepaid card	General-purpose credit card or charge card	Closing your account	Company closed your account		Cumulus Financial	MD	2111700%		N/A	Referral	4389800%	Closed with explanation	Yes	N/A
375129600%	17-07-2020	Debt collection	Payday loan debt	Attempts to collect debt not owed	Debt is not yours	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	300XX		Other	Web	17-07-2020	Closed with explanation	Yes	N/A
376157000%	23-07-2020	Checking or savings account	Checking account	Closing an account	Funds not received from closed account	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MD	2122800%		N/A	Referral	24-07-2020	Closed with explanation	Yes	N/A
383296400%	4399100%	Checking or savings account	Checking account	Closing an account	Company closed your account		Cumulus Financial	CA	902XX			Web	4399100%	Closed with explanation	Yes	N/A
356869900%	16-03-2020	Debt collection	Credit card debt	Written notification about debt	Didn't receive notice of right to dispute	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	16-03-2020	Closed with explanation	Yes	N/A
385471800%	18-09-2020	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	KS	6621500%		N/A	Referral	18-09-2020	Closed with explanation	Yes	N/A
376436300%	26-07-2020	Mortgage	FHA mortgage	Closing on a mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	PA	190XX		Consent provided	Web	26-07-2020	Closed with explanation	Yes	N/A
384125600%	4408300%	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9401000%		N/A	Referral	4414400%	Closed with explanation	Yes	N/A
360800800%	15-04-2020	Mortgage	Home equity loan or line of credit (HELOC)	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	VA	222XX		N/A	Referral	15-04-2020	Closed with explanation	Yes	N/A
378979800%	4402000%	Vehicle loan or lease	Loan	Problems at the end of the loan or lease	Unable to receive car title or other problem after the loan is paid off	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MN	5656000%		N/A	Referral	4414300%	Closed with explanation	Yes	N/A
381220100%	21-08-2020	Mortgage	Conventional home mortgage	Closing on a mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9410900%		N/A	Referral	25-08-2020	Closed with explanation	Yes	N/A
370481300%	16-06-2020	Checking or savings account	Checking account	Closing an account	Company closed your account		Cumulus Financial	OH	4411400%		N/A	Referral	18-06-2020	Closed with monetary relief	Yes	N/A
379490600%	4417300%	Checking or savings account	Checking account	Managing an account	Problem accessing account		Cumulus Financial	GA	3008000%		N/A	Referral	13-08-2020	Closed with explanation	Yes	N/A
364679300%	4407900%	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	GA	3014400%		N/A	Referral	4414000%	Closed with explanation	Yes	N/A
378025800%	4395900%	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	4395900%	Closed with explanation	Yes	N/A
375117700%	17-07-2020	Credit card or prepaid card	General-purpose credit card or charge card	Struggling to pay your bill	Credit card company won't work with you while you're going through financial hardship	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NJ	071XX		Consent provided	Web	17-07-2020	Closed with explanation	Yes	N/A
371582100%	25-06-2020	Debt collection	Credit card debt	Attempts to collect debt not owed	Debt is not yours		Cumulus Financial	MS	3904400%		N/A	Phone	25-06-2020	Closed with explanation	Yes	N/A
383580000%	4399100%	Mortgage	Other type of mortgage	Applying for a mortgage or refinancing an existing mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	3469800%	Older American	N/A	Referral	4405200%	Closed with explanation	Yes	N/A
379360400%	13-08-2020	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial	MA	025XX		Consent not provided	Web	13-08-2020	Closed with monetary relief	Yes	N/A
380290400%	19-08-2020	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MN	553XX		Consent provided	Web	19-08-2020	Closed with explanation	Yes	N/A
377601400%	4383800%	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Application denied	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AR	727XX		Consent provided	Web	4383800%	Closed with explanation	Yes	N/A
375501200%	20-07-2020	Checking or savings account	Checking account	Managing an account	Problem making or receiving payments		Cumulus Financial	NY	1141700%		N/A	Referral	20-07-2020	Closed with explanation	Yes	N/A
362272700%	24-04-2020	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9100700%		N/A	Referral	25-04-2020	Closed with monetary relief	No	N/A
374784700%	15-07-2020	Checking or savings account	Checking account	Closing an account	Company closed your account		Cumulus Financial	TX	751XX		Consent provided	Web	15-07-2020	Closed with explanation	Yes	N/A
373350400%	4398900%	Credit card or prepaid card	General-purpose credit card or charge card	Problem when making payments	Problem during payment process		Cumulus Financial	MA	017XX		N/A	Referral	4401900%	Closed with explanation	Yes	N/A
381377600%	26-08-2020	Mortgage	Other type of mortgage	Applying for a mortgage or refinancing an existing mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	SD	570XX		Consent not provided	Web	26-08-2020	Closed with explanation	Yes	N/A
361166600%	17-04-2020	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OR	973XX		Consent not provided	Web	17-04-2020	Closed with explanation	Yes	N/A
382937300%	4389900%	Checking or savings account	Savings account	Managing an account	Deposits and withdrawals		Cumulus Financial	FL	328XX	Older American		Web	4389900%	Closed with explanation	Yes	N/A
377951900%	4395900%	Checking or savings account	Checking account	Managing an account	Funds not handled or disbursed as instructed	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	3465400%		Consent not provided	Web	4395900%	Closed with non-monetary relief	Yes	N/A
44517000%	28-06-2013	Bank account or service	Savings account	Deposits and withdrawals	""""""		Cumulus Financial	FL	322XX	Service Member	N/A	Phone	4128100%	Closed with explanation	Yes	Yes
376752800%	28-07-2020	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9456000%		Consent not provided	Web	28-07-2020	Closed with explanation	Yes	N/A
381007600%	23-08-2020	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3090600%		Consent not provided	Web	23-08-2020	Closed with explanation	Yes	N/A
375251100%	18-07-2020	Credit card or prepaid card	General-purpose credit card or charge card	Fees or interest	Problem with fees		Cumulus Financial	WA	9803300%		Consent not provided	Web	18-07-2020	Closed with explanation	Yes	N/A
377374500%	31-07-2020	Credit card or prepaid card	Store credit card	Fees or interest	Problem with fees	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OH	4305000%	Older American	Consent not provided	Web	31-07-2020	Closed with explanation	Yes	N/A
375609300%	21-07-2020	Credit card or prepaid card	General-purpose credit card or charge card	Problem when making payments	Problem during payment process		Cumulus Financial	NJ	747000%		Consent not provided	Web	21-07-2020	Closed with explanation	Yes	N/A
374312700%	13-07-2020	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial	CA	9026600%		Consent not provided	Web	13-07-2020	Closed with explanation	Yes	N/A
